paragem_nome,gid_DMT,gid_AMP,Situação,Designaç,Designa_1,nome_oficial,Local,Freguesia,Linhas_STC,Linhas_UNI,Zona_Andan,longitude,latitude
Avenida Arquitecto Alcino Soutinho,598,0,Ativa,Avessada,Avessada,Avessada,Avenida Arquitecto Alcino Soutinho,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,N/A,MTS2,-8.68194186569438,41.20924702188379
Avenida Arquitecto Alcino Soutinho,599,0,Ativa,Avessada,Avessada,Avessada,Avenida Arquitecto Alcino Soutinho,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,N/A,MTS2,-8.681598744587305,41.209222689277205
Avenida Mário Moreira Maia,600,0,Ativa,Mar Shopping Nascente,Mar Shopping Nascente,Mar Shopping Nascente,Avenida Mário Moreira Maia,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,5009,MTS2,-8.685646051738528,41.208167243580526
Rua Gonçalves Zarco,601,0,Ativa,Junqueira,Junqueira,Junqueira,Rua Gonçalves Zarco,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5013, 5102",MTS2,-8.68254335242387,41.20789465475564
Rua Veloso Salgado,602,0,Ativa,R. Veloso Salgado,Rot. Da Exponor,R. Veloso Salgado,Rua Veloso Salgado,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),"507, 508","5002, 5003, 5013, 5018, 5101, 5102, 5103",MTS2,-8.694151331579867,41.2016989817771
Rua Veloso Salgado,603,0,Ativa,Rot. Da Exponor,Rot. Da Exponor,Rot. Da Exponor,Rua Veloso Salgado,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),"507, 508","5002, 5003, 5013, 5018, 5101, 5102, 5103",MTS2,-8.694297342512069,41.201805477797734
Rua Óscar da Silva,604,0,Ativa,Amorosa,Amorosa,Amorosa,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,"5012, 5014, 5016, 5101",MTS2,-8.696705990280941,41.20214949972744
Rua Óscar da Silva,605,0,Ativa,Bataria,Bataria,Bataria,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,"5012, 5014, 5016, 5101",MTS2,-8.696503869917205,41.20608096949878
Rua Óscar da Silva,606,0,Ativa,Almeiriga,Almeiriga,Almeiriga,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,"5012, 5014, 5016, 5101",MTS2,-8.69632094604891,41.20816797223108
Rua Óscar da Silva,607,0,Ativa,Monte Espinho,Monte Espinho,Monte Espinho,Rua Óscar da Silva,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),508,"5012, 5014, 5101",MTS2,-8.694907188653364,41.21195821450128
Rua Óscar da Silva,608,0,Ativa,Abade Mondego,Abade Mondego,Abade Mondego,Rua Óscar da Silva,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5012, 5016, 5101",MTS2,-8.694042864329724,41.21425431408901
Rua Óscar da Silva,609,0,Ativa,Joaquim Alves da Silva,Joaq. Alves Silva (Sul),Joaquim Alves da Silva,Rua Óscar da Silva,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5012, 5101",MTS2,-8.692471912502686,41.21628011479267
Rua Óscar da Silva,610,0,Ativa,Joaquim Alves da Silva,Joaq. Alves Silva (Sul),Joaquim Alves da Silva,Rua Óscar da Silva,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5012, 5016, 5101",MTS2,-8.692262223937504,41.21633163973502
None,611,0,Inativa,,,,,,,N/A,MTS2,-8.690402192652675,41.21883587378338
Rua 31 de Janeiro,612,0,Ativa,Nó do Freixieiro,Nó do Freixieiro,Nó do Freixieiro,Rua 31 de Janeiro,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5012,MTS2,-8.690200585205446,41.218874014277986
Rua 31 de Janeiro,613,0,Ativa,Cruz. R. das Oliveiras,Cruz. R. das Oliveiras,Cruz. R. das Oliveiras,Rua 31 de Janeiro,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5012,MTS2,-8.686146624296507,41.223403926721666
Rua Sol Poente,614,0,Ativa,Pero Covilhã,Pero Covilhã,Pero Covilhã,Rua Sol Poente,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),507,N/A,MTS2,-8.700981543706261,41.19674373576003
Rua Sol Poente,615,0,Ativa,Pêro da Covilhã,Pêro da Covilhã,Pêro da Covilhã,Rua Sol Poente,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),507,5017,MTS2,-8.701064309725602,41.19657608414455
Rua Monte dos Pipos,616,0,Ativa,Guifões (Igreja),Guifões (Igreja),Guifões (Igreja),Rua Monte dos Pipos,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5004, 5009, 5014, 5102",MTS1,-8.665523026482205,41.200351238503416
Largo Padre Joaquim Pereira dos Santos,617,0,Ativa,Guifões (Igreja),Guifões (Igreja),Guifões (Igreja),Largo Padre Joaquim Pereira dos Santos,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5004, 5009, 5014, 5102",MTS1,-8.665673862973666,41.20042024492348
Largo Padre Joaquim Pereira dos Santos,618,0,Ativa,Guifões,Guifões,Guifões,Largo Padre Joaquim Pereira dos Santos,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)","503, 505","5004, 5005, 5009, 5014, 5102",MTS1,-8.665666555455791,41.19998573176246
Rua Passos Manuel,619,0,Ativa,Guifões,Guifões,Guifões,Rua Passos Manuel,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)","503, 505","5004, 5006, 5009, 5013, 5014, 5102",MTS1,-8.665650988565583,41.199401325748184
Avenida Joaquim Neves dos Santos,620,0,Ativa,Guifões (Bairro),Guifões (Bairro),Guifões (Bairro),Avenida Joaquim Neves dos Santos,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5006, 5009, 5013, 5102",MTS1,-8.667300151091723,41.19474071480579
Avenida Joaquim Neves dos Santos,621,0,Ativa,Joaquim Neves Santos,Joaquim Neves Santos,Joaquim Neves Santos,Avenida Joaquim Neves dos Santos,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5006, 5009, 5013, 5102",MTS1,-8.668691819377312,41.19220108811866
Rua Sendim,622,0,Ativa,Sendim,Sendim,Sendim,Rua Sendim,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5011, 5013, 5014, 5018, 5102",MTS1,-8.673571518281094,41.189959092985845
Rua Sendim,623,0,Ativa,Sendim,Sendim,Sendim,Rua Sendim,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5011, 5013, 5014, 5018, 5102",MTS1,-8.673986852050211,41.1898415965998
Rua Sendim,624,0,Ativa,Seara,Seara,Seara,Rua Sendim,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),505,"5002, 5005, 5007, 5011, 5013, 5014, 5018",MTS1,-8.67701214792331,41.18670939795041
Rua Sendim,625,0,Ativa,Seara,Seara,Seara,Rua Sendim,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),505,"5002, 5006, 5008, 5011, 5013, 5014, 5018",MTS1,-8.676679412624264,41.1867443225203
Rua Alfredo Cunha,626,0,Ativa,Centro de Saúde Matosinhos,Hospital Matosinhos,Centro de Saúde Matosinhos,Rua Alfredo Cunha,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),505,"5001, 5002, 5005, 5007, 5008, 5011, 5013, 5014, 5018, 5101, 5102, 5104",MTS1,-8.679280932505174,41.185894803249724
Rua Alfredo Cunha,627,0,Ativa,Centro de Saúde Matosinhos,Hospital Matosinhos,Centro de Saúde Matosinhos,Rua Alfredo Cunha,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),505,"5001, 5002, 5006, 5008, 5011, 5013, 5014, 5101, 5102, 5104",MTS1,-8.679140840242008,41.185810177088385
Rua António Arnaldo Rodrigues,145,0,Ativa,Campo Desportivo Lavra,Campo Desportivo Lavra,Campo Desportivo Lavra,Rua António Arnaldo Rodrigues,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5019, 5020",MTS3,-8.72049961704934,41.2542884263368
Rua Tenente Francisco José da Silva,152,0,Ativa,Rua Dinis Dias,Rua Dinis Dias,Rua Dinis Dias,Rua Tenente Francisco José da Silva,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5020,MTS3,-8.72095719466552,41.25119406572043
Rua Cruz,160,0,Ativa,R. da Cruz,R. da Cruz,R. da Cruz,Rua Cruz,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5018, 5020",MTS3,-8.706587918493454,41.25369476452425
Rua Cruz,161,0,Ativa,R. da Cruz (Luzinheiras),R. da Cruz (Luzinheiras),R. da Cruz (Luzinheiras),Rua Cruz,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5018, 5020",MTS3,-8.706584970749162,41.253899185754065
Rua Cavadas,162,0,Ativa,Cavadas,Cavadas,Cavadas,Rua Cavadas,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5016,MTS3,-8.704760948544857,41.245735102318406
Rua Dr. José Domingues dos Santos,176,0,Ativa,José Domingues Santos,José Domingues Santos,José Domingues Santos,Rua Dr. José Domingues dos Santos,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5018, 5020",MTS3,-8.699781504232014,41.24166191570188
Rua Dr. José Domingues dos Santos,184,0,Ativa,José Domingues Santos,José Domingues Santos,José Domingues Santos,Rua Dr. José Domingues dos Santos,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5018, 5020",MTS3,-8.699905097239784,41.24137393117258
Rua Dr. José Domingues dos Santos,196,0,Ativa,Vilar do Senhor,Vilar do Senhor,Vilar do Senhor,Rua Dr. José Domingues dos Santos,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5018, 5020",MTS3,-8.69997443596888,41.238859065036905
Rua Vilar do Senhor,209,0,Ativa,Vilar do Senhor,Vilar do Senhor,Vilar do Senhor,Rua Vilar do Senhor,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5020,,-8.699216192207764,41.23855046757407
Rua Vilar do Senhor,210,0,Ativa,Passagem de Pedra,Passagem de Pedra,Passagem de Pedra,Rua Vilar do Senhor,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5020,,-8.693697645539437,41.23815794709926
Rua Vilar do Senhor,212,0,Ativa,Passagem de Pedra,Passagem de Pedra,Passagem de Pedra,Rua Vilar do Senhor,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5020,,-8.693128872023662,41.23799369816039
Rua Caçadores,284,0,Ativa,Vilar do Senhor,Vilar do Senhor,Vilar do Senhor,Rua Caçadores,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5016, 5018",MTS3,-8.700515827430257,41.23863277095151
Rua Caçadores,319,0,Ativa,Caçadores,Caçadores,Caçadores,Rua Caçadores,"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5014, 5018",MTS2,-8.703089383533655,41.23781115769759
(SEM NOME),339,0,Ativa,Caçadores (Terminal),Caçadores (Terminal),Caçadores (Terminal),(SEM NOME),"Lavra (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5001, 5014",MTS3,-8.701636455414798,41.2386211861223
Rua Silva Aroso,347,0,Ativa,Vilar do Senhor,Vilar do Senhor,Vilar do Senhor,Rua Silva Aroso,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5016,MTS2,-8.700000741274295,41.23845790003589
Rua Silva Aroso,348,0,Ativa,Monte do Corgo,Monte do Corgo,Monte do Corgo,Rua Silva Aroso,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5016,MTS2,-8.698453961028621,41.2353151502852
Rua Silva Aroso,349,0,Ativa,Viela Silva Aroso,Viela Silva Aroso,Viela Silva Aroso,Rua Silva Aroso,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5016,MTS2,-8.69896232092642,41.230284798314855
Rua Joaquim Alves da Silva,350,0,Ativa,Tv. da Castanheira,Tv. da Castanheira,Tv. da Castanheira,Rua Joaquim Alves da Silva,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5018,MTS2,-8.695733075406054,41.22290347577338
Avenida Arquitecto Fernando Távora,351,0,Ativa,Vasco Graça Moura (Decathlon),Vasco Graça Moura (Decathlon),Vasco Graça Moura (Decathlon),Avenida Arquitecto Fernando Távora,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,"5002, 5018",MTS2,-8.683366493871665,41.216166732148594
Avenida Dr. Óscar Lopes,352,0,Ativa,Mar Shopping (IKEA),Mar Shopping - IKEA (site) / Mar Shopping IKEA (postalete),Mar Shopping (IKEA),Avenida Dr. Óscar Lopes,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),"507, 601","5002, 5003, 5013, 5018, 5101, 5102, 5103",MTS2,-8.6895572775655,41.20931677574237
Rua General Humberto Delgado,383,0,Ativa,Igreja de Leça (H. Delgado),Igreja de Leça (H. Delgado),Igreja de Leça (H. Delgado),Rua General Humberto Delgado,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5002, 5102",MTS2,-8.697922072605456,41.193493624480745
Rua Regadio,414,0,Ativa,Linhares,Linhares,Linhares,Rua Regadio,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5005, 5102",MTS1,-8.67585344954546,41.1937648837789
Rua Regadio,420,0,Ativa,Linhares,Linhares,Linhares,Rua Regadio,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5006, 5102",MTS1,-8.675609449179758,41.19402853331157
Rua Regadio,421,0,Ativa,Paus,Paus,Paus,Rua Regadio,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5005, 5102",MTS1,-8.673740453888563,41.19588656905549
Rua Regadio,628,0,Ativa,Paus,Paus,Paus,Rua Regadio,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5006, 5102",MTS1,-8.673541705786107,41.19597743747481
Rua Padre Alexandre Milheiró,630,0,Ativa,Padre Alexandre Milheiro,Padre Alexandre Milheiro,Padre Alexandre Milheiro,Rua Padre Alexandre Milheiró,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5005, 5102",MTS1,-8.673552111061587,41.19696318735724
Rua Monte Xisto,631,0,Ativa,Alto do Monte Xisto,Alto do Monte Xisto,Alto do Monte Xisto,Rua Monte Xisto,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5005, 5102",MTS1,-8.671836376329745,41.19910584358235
Travessa Monte Xisto,632,0,Ativa,Monte Xisto,Monte Xisto,Monte Xisto,Travessa Monte Xisto,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5102",MTS1,-8.669646475863038,41.2015250617146
Travessa Monte Xisto,633,0,Ativa,Monte Xisto,Monte Xisto,Monte Xisto,Travessa Monte Xisto,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5005, 5102",MTS1,-8.669782826082505,41.20152507019351
Rua Monte da Terra,634,0,Ativa,Monte da Terra,Monte da Terra,Monte da Terra,Rua Monte da Terra,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5005, 5102",MTS1,-8.668681806787216,41.20008409683424
Rua Monte da Terra,635,0,Ativa,Monte da Terra,Monte da Terra,Monte da Terra,Rua Monte da Terra,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5102",MTS1,-8.668856288821177,41.20037016128014
Rua Padre José Dias Inácio,636,0,Ativa,Regedoura,Regedoura,Regedoura,Rua Padre José Dias Inácio,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5002,MTS1,-8.667721856600288,41.20186942123109
Travessa Regedoura,637,0,Ativa,Regedoura,Regedoura,Regedoura,Travessa Regedoura,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5002, 5005",MTS1,-8.667179542574917,41.20198899296138
Rua Tourais,638,0,Inativa,Tourais 1,Tourais 1,Tourais 1,Rua Tourais,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MTS1,-8.667402843178214,41.19851528877458
Rua Tourais,639,0,Ativa,Tourais,Tourais 1,Tourais,Rua Tourais,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5006, 5013",MTS1,-8.667370939944245,41.1983007668305
Viela Salvado,640,0,Ativa,Salvado,Cruzeiro (Guifões),Salvado,Viela Salvado,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,5013,MTS1,-8.668010202184599,41.1972193108586
Rua Tourais,641,0,Ativa,Salvado,Sarilhos,Salvado,Rua Tourais,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5006, 5102",MTS1,-8.669046976671508,41.19654849142625
Rua Tourais,642,0,Ativa,Salvado,Sarilhos,Salvado,Rua Tourais,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,5102,MTS1,-8.669861891132902,41.19667267850004
Rua Paus,643,0,Ativa,Monte Castelo,Monte Castelo,Monte Castelo,Rua Paus,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,5006,MTS1,-8.671829020606449,41.19709117489865
Rua Paus,644,0,Ativa,Monte Castelo,Monte Castelo,Monte Castelo,Rua Paus,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MTS1,-8.671967262521704,41.19712149924808
Rua Passos Manuel,645,0,Ativa,Passos Manuel,Passos Manuel,Passos Manuel,Rua Passos Manuel,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)","503, 505","5004, 5005, 5014",MTS1,-8.664133727037596,41.1975427140918
Rua Passos Manuel,646,0,Ativa,Passos Manuel,Passos Manuel,Passos Manuel,Rua Passos Manuel,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)","503, 505","5004, 5006, 5014",MTS1,-8.663838435686865,41.19706970399908
Rua Passos Manuel,647,0,Ativa,Tv. Passos Manuel,Tv. Passos Manuel,Tv. Passos Manuel,Rua Passos Manuel,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)","503, 505","5004, 5006, 5014",MTS1,-8.662890591811363,41.19600169309555
Avenida Dr. Salgado Zenha,648,0,Ativa,Fonte do Cuco,Fonte do Cuco,Fonte do Cuco,Avenida Dr. Salgado Zenha,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,5015,MTS1,-8.661825159816319,41.19441567832347
Avenida Dr. Salgado Zenha,649,0,Ativa,Fonte do Cuco,Fonte do Cuco,Fonte do Cuco,Avenida Dr. Salgado Zenha,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,5015,MTS1,-8.661738727486407,41.19435532411646
Avenida Dr. Salgado Zenha,650,0,Ativa,Av. Salgado Zenha,Av. Salgado Zenha,Av. Salgado Zenha,Avenida Dr. Salgado Zenha,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,5015,MTS1,-8.660925007585972,41.19509412602878
Avenida Dr. Salgado Zenha,651,0,Ativa,Av. Salgado Zenha,Av. Salgado Zenha,Av. Salgado Zenha,Avenida Dr. Salgado Zenha,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",505,5015,MTS1,-8.660744055223553,41.19508986958481
Avenida Dr. Salgado Zenha,652,0,Ativa,Escola Irmãos Passos,Escola Irmãos Passos,Escola Irmãos Passos,Avenida Dr. Salgado Zenha,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5002, 5014",MTS1,-8.660761076416282,41.19777470476853
Rua Engenheiro António Jorge Oliveira Maia,653,0,Ativa,Novas Construções,Novas Construções,Novas Construções,Rua Engenheiro António Jorge Oliveira Maia,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5004, 5009, 5102",MTS1,-8.662903567055082,41.199238700598976
Rua Engenheiro António Jorge Oliveira Maia,654,0,Ativa,Novas Construções,Novas Construções,Novas Construções,Rua Engenheiro António Jorge Oliveira Maia,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5004, 5009, 5102",MTS1,-8.663130248766011,41.19918619815405
Avenida Engenheiro António Jorge Oliveira Maia,655,0,Ativa,Rua Musical,Rua Musical,Rua Musical,Avenida Engenheiro António Jorge Oliveira Maia,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5004, 5009, 5102",MTS1,-8.663853344460914,41.201298651720506
Rua Monte dos Pipos,656,0,Ativa,Mundo Novo,Mundo Novo,Mundo Novo,Rua Monte dos Pipos,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5002, 5014",MTS1,-8.661468539380353,41.20131469788131
Rua Monte dos Pipos,657,0,Ativa,Monte dos Pipos (Porto Mouro),Monte dos Pipos (Porto Mouro),Monte dos Pipos (Porto Mouro),Rua Monte dos Pipos,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5002,MTS1,-8.65976958569042,41.200236272397845
Rua General José Vicente de Freitas,658,0,Ativa,Custóias (Metro),Custóias (Metro),Custóias (Metro),Rua General José Vicente de Freitas,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5015, 5102",MAI1,-8.655176565028059,41.20024293872236
Rua Cândido dos Reis,659,0,Ativa,Custóias (Feira),Custóias (Feira),Custóias (Feira),Rua Cândido dos Reis,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5002, 5015, 5102",MAI1,-8.645316287605938,41.20191316388964
