place_name,lat,lon,sun_04,sun_05,sun_06,sun_07,sun_08,sun_09,sun_10,sun_11,sun_12,sun_13,sun_14,sun_15,sun_16,sun_17,sun_18,sun_19,sun_20,sun_21,sun_22,sun_23,sun_00,sun_01,sun_02,sun_03,mon_04,mon_05,mon_06,mon_07,mon_08,mon_09,mon_10,mon_11,mon_12,mon_13,mon_14,mon_15,mon_16,mon_17,mon_18,mon_19,mon_20,mon_21,mon_22,mon_23,mon_00,mon_01,mon_02,mon_03,tue_04,tue_05,tue_06,tue_07,tue_08,tue_09,tue_10,tue_11,tue_12,tue_13,tue_14,tue_15,tue_16,tue_17,tue_18,tue_19,tue_20,tue_21,tue_22,tue_23,tue_00,tue_01,tue_02,tue_03,wed_04,wed_05,wed_06,wed_07,wed_08,wed_09,wed_10,wed_11,wed_12,wed_13,wed_14,wed_15,wed_16,wed_17,wed_18,wed_19,wed_20,wed_21,wed_22,wed_23,wed_00,wed_01,wed_02,wed_03,thu_04,thu_05,thu_06,thu_07,thu_08,thu_09,thu_10,thu_11,thu_12,thu_13,thu_14,thu_15,thu_16,thu_17,thu_18,thu_19,thu_20,thu_21,thu_22,thu_23,thu_00,thu_01,thu_02,thu_03,fri_04,fri_05,fri_06,fri_07,fri_08,fri_09,fri_10,fri_11,fri_12,fri_13,fri_14,fri_15,fri_16,fri_17,fri_18,fri_19,fri_20,fri_21,fri_22,fri_23,fri_00,fri_01,fri_02,fri_03,sat_04,sat_05,sat_06,sat_07,sat_08,sat_09,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_00,sat_01,sat_02,sat_03
Cavadas,41.18865975344527,-8.597217425498762,64.0,47.0,35.0,35.0,29.0,29.0,41.0,29.0,11.0,5.0,23.0,29.0,35.0,35.0,70.0,58.0,82.0,64.0,64.0,58.0,70.0,82.0,64.0,64.0,82.0,70.0,58.0,58.0,58.0,64.0,47.0,35.0,23.0,41.0,52.0,41.0,23.0,23.0,47.0,41.0,47.0,47.0,23.0,29.0,35.0,52.0,64.0,82.0,35.0,23.0,5.0,17.0,29.0,41.0,41.0,29.0,29.0,41.0,58.0,64.0,58.0,41.0,47.0,47.0,76.0,88.0,100.0,76.0,47.0,29.0,35.0,58.0,17.0,23.0,64.0,64.0,88.0,58.0,35.0,11.0,23.0,41.0,41.0,17.0,11.0,5.0,23.0,29.0,35.0,41.0,41.0,52.0,41.0,29.0,17.0,11.0,82.0,64.0,41.0,35.0,41.0,47.0,52.0,58.0,52.0,52.0,41.0,47.0,35.0,41.0,64.0,47.0,29.0,11.0,17.0,23.0,29.0,41.0,70.0,82.0,23.0,17.0,23.0,41.0,47.0,58.0,64.0,35.0,35.0,29.0,52.0,35.0,29.0,41.0,47.0,47.0,41.0,35.0,41.0,41.0,52.0,47.0,52.0,52.0,52.0,70.0,58.0,58.0,47.0,58.0,47.0,47.0,29.0,17.0,23.0,23.0,41.0,47.0,47.0,58.0,47.0,29.0,23.0,35.0,52.0,41.0,35.0,58.0
Matosinhos (Mercado),41.18754046655109,-8.693965315760694,57.0,50.0,50.0,50.0,50.0,35.0,14.0,14.0,14.0,28.0,28.0,35.0,35.0,50.0,78.0,100.0,78.0,35.0,28.0,50.0,50.0,50.0,57.0,71.0,64.0,64.0,35.0,28.0,50.0,57.0,42.0,42.0,35.0,21.0,21.0,14.0,42.0,50.0,64.0,71.0,42.0,28.0,21.0,21.0,35.0,35.0,57.0,57.0,71.0,71.0,50.0,28.0,21.0,7.0,7.0,28.0,42.0,64.0,50.0,57.0,57.0,64.0,64.0,50.0,28.0,35.0,57.0,50.0,50.0,64.0,71.0,78.0,92.0,71.0,57.0,42.0,50.0,50.0,42.0,35.0,21.0,35.0,35.0,57.0,71.0,64.0,78.0,35.0,28.0,21.0,35.0,21.0,7.0,7.0,35.0,64.0,28.0,21.0,35.0,35.0,28.0,28.0,28.0,35.0,57.0,64.0,85.0,78.0,71.0,50.0,57.0,50.0,64.0,71.0,57.0,57.0,42.0,35.0,21.0,28.0,50.0,28.0,28.0,7.0,0.0,7.0,21.0,35.0,35.0,28.0,14.0,28.0,42.0,50.0,50.0,42.0,42.0,28.0,35.0,42.0,50.0,64.0,71.0,78.0,28.0,35.0,42.0,28.0,21.0,35.0,64.0,78.0,71.0,78.0,85.0,71.0,50.0,21.0,0.0,14.0,21.0,21.0,28.0,50.0,50.0,42.0,42.0,28.0
R. Estação do Araújo,41.216876009373486,-8.635925938984698,16.0,18.0,16.0,22.0,16.0,22.0,23.0,25.0,28.0,20.0,25.0,33.0,44.0,49.0,40.0,40.0,45.0,47.0,49.0,54.0,38.0,33.0,23.0,18.0,13.0,15.0,18.0,28.0,33.0,28.0,15.0,13.0,8.0,13.0,25.0,44.0,54.0,55.0,45.0,49.0,54.0,69.0,74.0,64.0,37.0,30.0,27.0,23.0,25.0,28.0,27.0,40.0,40.0,27.0,20.0,18.0,22.0,22.0,27.0,32.0,40.0,33.0,35.0,38.0,61.0,67.0,71.0,54.0,40.0,32.0,30.0,25.0,23.0,23.0,23.0,28.0,32.0,27.0,16.0,16.0,22.0,25.0,38.0,52.0,57.0,57.0,61.0,67.0,81.0,100.0,93.0,72.0,40.0,23.0,20.0,25.0,23.0,20.0,28.0,35.0,38.0,28.0,28.0,23.0,27.0,22.0,25.0,30.0,38.0,49.0,52.0,59.0,62.0,67.0,71.0,74.0,47.0,33.0,27.0,25.0,15.0,15.0,22.0,32.0,30.0,33.0,27.0,20.0,16.0,16.0,25.0,33.0,37.0,38.0,40.0,52.0,59.0,64.0,66.0,59.0,32.0,22.0,20.0,20.0,15.0,15.0,25.0,20.0,22.0,16.0,18.0,18.0,16.0,15.0,23.0,32.0,40.0,40.0,45.0,49.0,50.0,55.0,64.0,69.0,54.0,42.0,25.0,20.0
R. Estação do Araújo,41.21685377987047,-8.635783380175607,22.0,22.0,18.0,29.0,25.0,33.0,29.0,29.0,25.0,22.0,22.0,33.0,33.0,37.0,44.0,55.0,66.0,77.0,70.0,74.0,59.0,66.0,40.0,33.0,14.0,11.0,7.0,14.0,14.0,11.0,18.0,33.0,44.0,48.0,40.0,33.0,51.0,48.0,55.0,37.0,44.0,59.0,81.0,55.0,33.0,25.0,25.0,18.0,22.0,29.0,22.0,14.0,11.0,22.0,40.0,55.0,59.0,59.0,51.0,40.0,29.0,40.0,59.0,70.0,55.0,48.0,37.0,37.0,33.0,33.0,18.0,18.0,51.0,33.0,37.0,29.0,29.0,18.0,11.0,11.0,22.0,33.0,29.0,25.0,29.0,55.0,66.0,74.0,70.0,62.0,74.0,92.0,85.0,59.0,48.0,44.0,7.0,7.0,14.0,18.0,18.0,22.0,22.0,29.0,33.0,37.0,44.0,44.0,44.0,55.0,51.0,55.0,70.0,81.0,100.0,88.0,70.0,48.0,33.0,11.0,33.0,37.0,44.0,33.0,25.0,7.0,7.0,14.0,18.0,33.0,25.0,33.0,40.0,40.0,44.0,33.0,44.0,51.0,66.0,59.0,44.0,37.0,37.0,33.0,33.0,37.0,29.0,18.0,25.0,37.0,40.0,33.0,33.0,29.0,33.0,33.0,51.0,62.0,70.0,55.0,70.0,55.0,66.0,48.0,40.0,22.0,25.0,29.0
Preciosa,41.177711626635,-8.656911460638595,94.0,100.0,94.0,41.0,23.0,23.0,58.0,76.0,58.0,35.0,41.0,41.0,35.0,41.0,29.0,29.0,23.0,17.0,29.0,29.0,35.0,52.0,52.0,82.0,23.0,29.0,17.0,5.0,0.0,11.0,29.0,52.0,47.0,29.0,11.0,17.0,23.0,41.0,47.0,58.0,52.0,58.0,64.0,52.0,29.0,35.0,29.0,35.0,70.0,58.0,64.0,76.0,64.0,52.0,52.0,47.0,47.0,29.0,23.0,23.0,35.0,29.0,23.0,29.0,41.0,35.0,41.0,35.0,29.0,35.0,58.0,64.0,29.0,17.0,11.0,23.0,29.0,23.0,41.0,29.0,17.0,11.0,23.0,35.0,47.0,29.0,17.0,17.0,29.0,29.0,35.0,29.0,47.0,47.0,52.0,35.0,29.0,35.0,47.0,41.0,35.0,35.0,47.0,35.0,29.0,23.0,17.0,29.0,41.0,58.0,76.0,70.0,76.0,94.0,76.0,58.0,35.0,23.0,11.0,17.0,47.0,64.0,52.0,47.0,29.0,23.0,11.0,11.0,23.0,58.0,70.0,64.0,64.0,58.0,52.0,47.0,35.0,35.0,47.0,52.0,52.0,52.0,47.0,35.0,11.0,17.0,23.0,29.0,23.0,29.0,41.0,70.0,76.0,41.0,23.0,29.0,52.0,70.0,58.0,70.0,41.0,41.0,29.0,17.0,11.0,17.0,23.0,17.0
Cavadas,41.18853212785615,-8.59689856626949,8.0,13.0,21.0,29.0,27.0,18.0,13.0,16.0,13.0,16.0,16.0,21.0,32.0,45.0,59.0,48.0,48.0,48.0,62.0,48.0,40.0,32.0,21.0,18.0,29.0,37.0,43.0,37.0,27.0,27.0,21.0,27.0,27.0,35.0,32.0,24.0,27.0,40.0,62.0,72.0,81.0,78.0,70.0,48.0,29.0,32.0,27.0,27.0,27.0,21.0,21.0,24.0,32.0,24.0,21.0,16.0,27.0,29.0,51.0,43.0,40.0,35.0,37.0,54.0,70.0,78.0,81.0,75.0,54.0,43.0,27.0,29.0,16.0,16.0,13.0,10.0,13.0,16.0,13.0,8.0,13.0,21.0,27.0,24.0,37.0,43.0,45.0,48.0,56.0,81.0,100.0,78.0,48.0,24.0,16.0,13.0,21.0,18.0,21.0,16.0,21.0,21.0,13.0,10.0,8.0,8.0,8.0,10.0,21.0,24.0,40.0,48.0,67.0,70.0,64.0,54.0,32.0,32.0,27.0,32.0,18.0,21.0,16.0,18.0,16.0,16.0,21.0,18.0,16.0,18.0,21.0,35.0,48.0,54.0,48.0,51.0,48.0,56.0,48.0,45.0,27.0,21.0,21.0,29.0,16.0,16.0,18.0,35.0,37.0,21.0,18.0,18.0,37.0,43.0,40.0,27.0,27.0,29.0,45.0,43.0,40.0,32.0,35.0,40.0,29.0,27.0,18.0,16.0
Carcavelos,41.17961588469707,-8.681862148471815,46.0,46.0,69.0,84.0,84.0,61.0,61.0,76.0,69.0,61.0,38.0,23.0,30.0,38.0,69.0,69.0,84.0,38.0,23.0,30.0,46.0,69.0,53.0,69.0,38.0,61.0,46.0,53.0,69.0,53.0,30.0,15.0,15.0,23.0,30.0,46.0,69.0,61.0,69.0,61.0,53.0,46.0,53.0,61.0,69.0,46.0,30.0,30.0,69.0,53.0,53.0,53.0,53.0,38.0,30.0,15.0,23.0,23.0,30.0,38.0,53.0,69.0,53.0,30.0,23.0,30.0,46.0,30.0,46.0,53.0,69.0,92.0,23.0,30.0,30.0,61.0,61.0,61.0,61.0,53.0,53.0,38.0,38.0,15.0,23.0,38.0,38.0,69.0,30.0,23.0,0.0,7.0,7.0,15.0,7.0,7.0,61.0,53.0,100.0,76.0,69.0,46.0,30.0,30.0,30.0,53.0,46.0,46.0,53.0,46.0,53.0,30.0,53.0,30.0,30.0,38.0,46.0,53.0,53.0,46.0,53.0,61.0,53.0,46.0,53.0,53.0,23.0,7.0,15.0,30.0,53.0,69.0,92.0,84.0,76.0,69.0,76.0,69.0,100.0,69.0,53.0,61.0,84.0,69.0,15.0,23.0,23.0,53.0,30.0,30.0,15.0,0.0,15.0,23.0,30.0,30.0,61.0,84.0,84.0,69.0,46.0,53.0,53.0,46.0,15.0,23.0,30.0,38.0
Av. D. Afonso Henriques,41.181699376179466,-8.68297417022041,42.0,35.0,21.0,21.0,28.0,42.0,42.0,28.0,28.0,14.0,21.0,57.0,78.0,92.0,78.0,57.0,21.0,14.0,28.0,50.0,71.0,100.0,64.0,71.0,57.0,42.0,42.0,42.0,50.0,21.0,7.0,0.0,7.0,14.0,35.0,50.0,50.0,50.0,57.0,64.0,71.0,64.0,64.0,57.0,50.0,42.0,28.0,42.0,71.0,71.0,71.0,92.0,64.0,50.0,42.0,35.0,42.0,35.0,35.0,35.0,28.0,35.0,28.0,35.0,35.0,64.0,85.0,78.0,35.0,21.0,42.0,71.0,85.0,71.0,42.0,50.0,57.0,85.0,64.0,42.0,14.0,21.0,14.0,28.0,57.0,78.0,57.0,50.0,35.0,42.0,50.0,50.0,71.0,50.0,57.0,57.0,42.0,28.0,42.0,35.0,14.0,21.0,21.0,50.0,42.0,64.0,78.0,71.0,57.0,50.0,35.0,64.0,35.0,14.0,21.0,35.0,57.0,50.0,71.0,35.0,50.0,71.0,50.0,42.0,35.0,21.0,35.0,35.0,35.0,42.0,35.0,35.0,21.0,28.0,21.0,35.0,57.0,50.0,35.0,42.0,42.0,50.0,35.0,57.0,28.0,35.0,35.0,21.0,14.0,21.0,21.0,42.0,50.0,21.0,21.0,14.0,50.0,42.0,57.0,35.0,35.0,64.0,57.0,78.0,64.0,71.0,71.0,42.0
Freixieiro (N107),41.22599931692616,-8.681327562136877,18.0,15.0,12.0,12.0,15.0,21.0,28.0,29.0,21.0,23.0,28.0,26.0,35.0,35.0,48.0,53.0,59.0,60.0,65.0,54.0,32.0,17.0,14.0,17.0,12.0,18.0,15.0,21.0,25.0,32.0,29.0,28.0,21.0,20.0,12.0,9.0,23.0,48.0,70.0,71.0,56.0,43.0,45.0,42.0,31.0,17.0,7.0,9.0,21.0,18.0,15.0,17.0,15.0,20.0,20.0,18.0,18.0,20.0,20.0,25.0,50.0,78.0,100.0,89.0,75.0,56.0,46.0,26.0,18.0,14.0,18.0,20.0,10.0,10.0,20.0,18.0,15.0,15.0,21.0,31.0,31.0,32.0,32.0,31.0,32.0,43.0,53.0,54.0,50.0,48.0,45.0,37.0,23.0,20.0,17.0,10.0,18.0,18.0,23.0,31.0,34.0,25.0,12.0,14.0,15.0,23.0,21.0,28.0,39.0,54.0,51.0,53.0,46.0,43.0,34.0,29.0,21.0,25.0,23.0,25.0,18.0,21.0,23.0,18.0,23.0,26.0,32.0,29.0,25.0,25.0,25.0,32.0,39.0,54.0,68.0,84.0,85.0,79.0,60.0,51.0,32.0,34.0,26.0,23.0,15.0,14.0,12.0,17.0,17.0,23.0,32.0,43.0,43.0,43.0,37.0,35.0,28.0,21.0,26.0,39.0,56.0,53.0,48.0,34.0,23.0,20.0,23.0,15.0
Gondivai (Norte),41.21377039676746,-8.634864287352702,24.0,27.0,20.0,34.0,44.0,48.0,55.0,65.0,48.0,37.0,31.0,34.0,31.0,24.0,20.0,24.0,37.0,48.0,41.0,41.0,34.0,24.0,24.0,24.0,34.0,41.0,34.0,48.0,51.0,55.0,51.0,41.0,31.0,27.0,27.0,24.0,41.0,72.0,96.0,89.0,44.0,31.0,37.0,41.0,27.0,34.0,34.0,37.0,24.0,27.0,24.0,24.0,20.0,34.0,34.0,31.0,20.0,27.0,31.0,44.0,41.0,51.0,65.0,75.0,65.0,55.0,75.0,72.0,68.0,37.0,34.0,24.0,27.0,31.0,41.0,58.0,48.0,51.0,44.0,37.0,44.0,48.0,44.0,48.0,65.0,79.0,93.0,100.0,82.0,72.0,62.0,51.0,41.0,41.0,41.0,34.0,31.0,27.0,20.0,17.0,17.0,20.0,17.0,17.0,20.0,27.0,37.0,34.0,51.0,62.0,79.0,68.0,89.0,75.0,93.0,86.0,65.0,48.0,37.0,27.0,41.0,44.0,44.0,48.0,51.0,48.0,34.0,31.0,20.0,20.0,24.0,34.0,44.0,55.0,68.0,82.0,79.0,72.0,65.0,55.0,55.0,51.0,55.0,41.0,31.0,37.0,51.0,34.0,27.0,20.0,20.0,17.0,24.0,24.0,24.0,27.0,44.0,48.0,41.0,27.0,31.0,44.0,48.0,41.0,24.0,13.0,10.0,24.0
Gondivai (Norte),41.214060930187415,-8.634864826077225,35.0,29.0,29.0,35.0,23.0,17.0,29.0,29.0,29.0,23.0,41.0,52.0,70.0,52.0,47.0,29.0,17.0,5.0,11.0,23.0,29.0,23.0,29.0,29.0,41.0,17.0,11.0,11.0,23.0,35.0,47.0,58.0,64.0,70.0,47.0,47.0,47.0,47.0,52.0,41.0,47.0,41.0,41.0,41.0,35.0,35.0,47.0,52.0,52.0,76.0,70.0,52.0,41.0,64.0,88.0,70.0,64.0,41.0,52.0,41.0,35.0,35.0,41.0,58.0,52.0,82.0,94.0,58.0,35.0,29.0,17.0,41.0,47.0,35.0,41.0,52.0,52.0,35.0,41.0,52.0,70.0,47.0,17.0,17.0,29.0,70.0,82.0,100.0,64.0,58.0,64.0,47.0,29.0,23.0,47.0,41.0,47.0,52.0,64.0,70.0,64.0,58.0,47.0,41.0,41.0,29.0,47.0,47.0,64.0,58.0,76.0,64.0,47.0,52.0,47.0,47.0,23.0,23.0,29.0,47.0,11.0,23.0,17.0,29.0,35.0,23.0,23.0,29.0,29.0,41.0,41.0,41.0,35.0,29.0,35.0,41.0,52.0,41.0,17.0,23.0,35.0,47.0,35.0,17.0,41.0,29.0,29.0,35.0,58.0,70.0,76.0,76.0,64.0,52.0,47.0,35.0,11.0,5.0,5.0,0.0,17.0,41.0,70.0,76.0,76.0,52.0,47.0,47.0
Esc. Sec. Boa Nova,41.19310678923998,-8.700820099036513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tv. Passos Manuel,41.19612462963463,-8.662808516525152,17.0,17.0,35.0,52.0,82.0,82.0,82.0,76.0,64.0,76.0,47.0,35.0,17.0,35.0,52.0,82.0,100.0,100.0,88.0,64.0,41.0,11.0,11.0,11.0,64.0,41.0,29.0,17.0,17.0,23.0,29.0,47.0,70.0,58.0,64.0,52.0,76.0,76.0,76.0,41.0,41.0,29.0,47.0,41.0,35.0,41.0,64.0,64.0,11.0,23.0,29.0,23.0,23.0,23.0,23.0,17.0,11.0,0.0,0.0,0.0,23.0,41.0,76.0,58.0,58.0,58.0,58.0,41.0,23.0,11.0,17.0,5.0,41.0,29.0,23.0,5.0,11.0,17.0,47.0,47.0,47.0,47.0,29.0,23.0,23.0,23.0,23.0,17.0,35.0,52.0,58.0,58.0,29.0,17.0,11.0,29.0,23.0,23.0,17.0,23.0,35.0,58.0,52.0,47.0,29.0,17.0,11.0,35.0,35.0,64.0,82.0,76.0,35.0,29.0,23.0,35.0,11.0,17.0,17.0,35.0,11.0,11.0,29.0,35.0,35.0,47.0,35.0,23.0,5.0,17.0,23.0,41.0,35.0,47.0,47.0,58.0,52.0,64.0,64.0,70.0,64.0,41.0,35.0,17.0,23.0,23.0,29.0,29.0,29.0,17.0,17.0,17.0,29.0,41.0,17.0,5.0,5.0,5.0,17.0,23.0,41.0,35.0,47.0,52.0,52.0,41.0,41.0,52.0
Rotunda da Exponor,41.20098033432538,-8.69302019278156,15.0,15.0,10.0,15.0,15.0,10.0,15.0,42.0,57.0,73.0,57.0,52.0,57.0,52.0,36.0,26.0,36.0,36.0,42.0,47.0,47.0,36.0,36.0,21.0,47.0,52.0,42.0,47.0,36.0,42.0,63.0,52.0,57.0,57.0,73.0,78.0,78.0,63.0,78.0,68.0,47.0,31.0,31.0,36.0,26.0,26.0,36.0,52.0,31.0,42.0,52.0,57.0,68.0,73.0,52.0,47.0,52.0,68.0,73.0,57.0,42.0,63.0,68.0,89.0,63.0,26.0,15.0,15.0,42.0,36.0,31.0,21.0,15.0,10.0,10.0,15.0,26.0,21.0,31.0,21.0,42.0,36.0,42.0,31.0,42.0,26.0,42.0,36.0,26.0,42.0,73.0,100.0,100.0,73.0,31.0,15.0,5.0,5.0,5.0,10.0,21.0,21.0,15.0,26.0,31.0,36.0,47.0,57.0,73.0,68.0,68.0,68.0,47.0,31.0,36.0,57.0,47.0,26.0,10.0,0.0,31.0,26.0,31.0,36.0,47.0,47.0,57.0,47.0,42.0,57.0,36.0,42.0,47.0,73.0,73.0,63.0,47.0,42.0,31.0,42.0,42.0,26.0,21.0,21.0,42.0,36.0,36.0,36.0,36.0,42.0,36.0,52.0,63.0,47.0,52.0,47.0,57.0,57.0,57.0,52.0,47.0,47.0,31.0,31.0,36.0,57.0,63.0,52.0
R. Padre António Francisco Ramos,41.26574012316428,-8.716297138465306,23.0,17.0,23.0,23.0,11.0,5.0,5.0,11.0,41.0,58.0,88.0,58.0,41.0,23.0,29.0,41.0,29.0,23.0,35.0,41.0,23.0,11.0,17.0,17.0,23.0,41.0,35.0,41.0,64.0,82.0,94.0,100.0,70.0,52.0,35.0,41.0,41.0,35.0,23.0,5.0,0.0,17.0,35.0,47.0,41.0,29.0,17.0,17.0,52.0,58.0,47.0,47.0,35.0,35.0,29.0,35.0,35.0,41.0,47.0,47.0,41.0,29.0,35.0,29.0,11.0,11.0,17.0,23.0,17.0,41.0,47.0,52.0,35.0,29.0,5.0,5.0,23.0,41.0,47.0,35.0,41.0,41.0,58.0,47.0,47.0,41.0,52.0,41.0,41.0,29.0,35.0,17.0,23.0,35.0,41.0,41.0,11.0,17.0,17.0,17.0,29.0,11.0,11.0,23.0,29.0,35.0,41.0,47.0,35.0,35.0,47.0,76.0,70.0,70.0,47.0,58.0,23.0,23.0,29.0,29.0,29.0,41.0,29.0,23.0,23.0,41.0,47.0,70.0,82.0,70.0,52.0,35.0,35.0,23.0,11.0,5.0,17.0,29.0,47.0,52.0,29.0,11.0,17.0,29.0,17.0,41.0,58.0,47.0,29.0,11.0,11.0,11.0,29.0,29.0,29.0,17.0,23.0,23.0,29.0,23.0,23.0,11.0,5.0,23.0,52.0,70.0,35.0,17.0
R. dos Mourouços,41.2629221595639,-8.717174633761378,87.0,62.0,37.0,31.0,37.0,50.0,31.0,37.0,31.0,31.0,37.0,43.0,62.0,62.0,43.0,37.0,43.0,25.0,37.0,25.0,37.0,25.0,37.0,43.0,62.0,43.0,37.0,37.0,31.0,37.0,25.0,25.0,43.0,56.0,56.0,43.0,50.0,43.0,50.0,50.0,56.0,68.0,50.0,37.0,25.0,25.0,37.0,56.0,56.0,37.0,31.0,18.0,31.0,31.0,56.0,62.0,81.0,56.0,50.0,37.0,25.0,12.0,18.0,25.0,18.0,12.0,12.0,25.0,37.0,37.0,62.0,56.0,18.0,12.0,18.0,31.0,37.0,37.0,62.0,56.0,68.0,37.0,25.0,18.0,31.0,25.0,43.0,43.0,68.0,87.0,87.0,37.0,18.0,18.0,25.0,25.0,43.0,25.0,25.0,31.0,37.0,31.0,43.0,43.0,62.0,50.0,93.0,75.0,100.0,62.0,68.0,56.0,43.0,18.0,6.0,12.0,43.0,87.0,87.0,56.0,37.0,56.0,50.0,43.0,37.0,31.0,31.0,31.0,25.0,25.0,37.0,56.0,56.0,50.0,37.0,31.0,56.0,81.0,68.0,62.0,31.0,18.0,12.0,25.0,31.0,12.0,12.0,25.0,31.0,37.0,31.0,50.0,37.0,43.0,37.0,25.0,12.0,18.0,31.0,18.0,6.0,6.0,18.0,25.0,37.0,25.0,37.0,31.0
Ponte de Moreira,41.235354093531534,-8.645133732045714,29.0,25.0,22.0,18.0,11.0,3.0,7.0,14.0,22.0,22.0,44.0,44.0,44.0,55.0,70.0,74.0,55.0,51.0,48.0,51.0,33.0,25.0,14.0,22.0,18.0,22.0,40.0,44.0,40.0,40.0,29.0,22.0,25.0,33.0,37.0,44.0,51.0,48.0,48.0,59.0,66.0,66.0,51.0,44.0,48.0,40.0,51.0,22.0,14.0,33.0,40.0,59.0,51.0,40.0,33.0,37.0,29.0,18.0,29.0,37.0,48.0,44.0,51.0,44.0,25.0,18.0,33.0,59.0,59.0,55.0,33.0,25.0,44.0,48.0,55.0,44.0,48.0,44.0,37.0,33.0,29.0,29.0,25.0,25.0,33.0,37.0,48.0,33.0,44.0,62.0,100.0,85.0,66.0,40.0,33.0,44.0,51.0,37.0,25.0,25.0,40.0,40.0,40.0,37.0,25.0,18.0,22.0,33.0,40.0,33.0,40.0,51.0,59.0,59.0,37.0,40.0,29.0,37.0,40.0,44.0,22.0,25.0,22.0,25.0,14.0,25.0,25.0,14.0,18.0,22.0,33.0,40.0,44.0,37.0,44.0,55.0,55.0,51.0,55.0,44.0,33.0,25.0,29.0,25.0,25.0,25.0,29.0,25.0,18.0,14.0,25.0,22.0,29.0,29.0,33.0,33.0,33.0,33.0,37.0,51.0,62.0,59.0,66.0,55.0,33.0,11.0,7.0,14.0
Ponte de Moreira,41.23539858733551,-8.644243946473273,42.0,42.0,35.0,50.0,35.0,21.0,14.0,21.0,28.0,21.0,42.0,35.0,57.0,42.0,28.0,21.0,14.0,35.0,71.0,100.0,64.0,50.0,42.0,50.0,71.0,64.0,42.0,35.0,28.0,57.0,64.0,92.0,64.0,28.0,21.0,21.0,35.0,50.0,57.0,64.0,64.0,50.0,50.0,57.0,42.0,42.0,28.0,42.0,35.0,50.0,42.0,42.0,42.0,64.0,64.0,42.0,42.0,35.0,42.0,35.0,28.0,35.0,35.0,50.0,57.0,57.0,71.0,50.0,50.0,28.0,42.0,35.0,35.0,57.0,35.0,28.0,21.0,14.0,28.0,28.0,28.0,35.0,50.0,57.0,64.0,71.0,28.0,21.0,35.0,57.0,57.0,57.0,42.0,42.0,35.0,35.0,35.0,21.0,14.0,35.0,35.0,35.0,14.0,28.0,28.0,50.0,28.0,50.0,35.0,42.0,35.0,42.0,28.0,21.0,42.0,57.0,71.0,78.0,71.0,50.0,71.0,50.0,28.0,28.0,35.0,28.0,28.0,35.0,28.0,28.0,35.0,42.0,42.0,35.0,28.0,42.0,57.0,64.0,85.0,78.0,57.0,57.0,64.0,71.0,0.0,7.0,14.0,21.0,42.0,50.0,57.0,42.0,50.0,50.0,64.0,57.0,35.0,14.0,35.0,57.0,57.0,35.0,28.0,21.0,7.0,7.0,14.0,7.0
Custóias,41.203071620316095,-8.641607276566818,7.0,0.0,14.0,35.0,35.0,71.0,78.0,92.0,100.0,71.0,35.0,35.0,42.0,57.0,50.0,64.0,57.0,64.0,78.0,57.0,78.0,64.0,42.0,21.0,50.0,35.0,57.0,57.0,50.0,35.0,42.0,50.0,42.0,35.0,50.0,64.0,78.0,78.0,85.0,92.0,64.0,42.0,57.0,64.0,57.0,42.0,42.0,35.0,28.0,50.0,42.0,42.0,42.0,28.0,28.0,42.0,42.0,50.0,35.0,50.0,57.0,57.0,50.0,42.0,57.0,64.0,78.0,78.0,57.0,21.0,14.0,14.0,71.0,50.0,50.0,21.0,21.0,28.0,28.0,42.0,35.0,42.0,42.0,57.0,78.0,78.0,92.0,71.0,57.0,42.0,42.0,50.0,35.0,35.0,42.0,35.0,64.0,71.0,71.0,35.0,28.0,28.0,28.0,35.0,42.0,64.0,57.0,57.0,57.0,35.0,21.0,28.0,50.0,85.0,50.0,50.0,50.0,42.0,42.0,42.0,35.0,28.0,28.0,21.0,21.0,35.0,21.0,14.0,14.0,35.0,42.0,71.0,78.0,100.0,71.0,50.0,35.0,21.0,28.0,28.0,42.0,50.0,50.0,28.0,14.0,14.0,21.0,21.0,28.0,42.0,35.0,35.0,28.0,42.0,64.0,71.0,57.0,35.0,28.0,28.0,42.0,71.0,50.0,28.0,14.0,21.0,35.0,21.0
